text,label
i wont feel so troubled when going out,0
i didnt quite feel the romantic pull between joe and sadie as i believe i maybe should have but that came down to also not believing allies sexuality,2
im really feeling extremely passionate about home decor and even maybe trying to see if i cant find some sort of part time job with any sort of restoration teams or something,2
i feel just back from tracies dinner there was delicious chicken sandwiches and tater tots mmm mmm mmm i am actually looking forward to church in the morning really dont know why but i am,1
i am fighting with my mind trying to tell myself to not feel lonely and there they re helping oh so much,0
i started feeling increasingly anxious and depressed as the day wore on today despite being busy and productive at work,4
i like it when men open door for me and let me go first and why i feel like a real jerk when i absentmindedly show up to church in a low cut dress,0
i feel like hes getting annoyed and tired of me,3
i don t make them feel that they re a burden to me because after a lifetime of caring for others they now need care for themselves,2
i feel something this gentle evening that seems to softly rattle those chains and jimmy the doors,2
i feel so wimpy barely running,4
ive been up feeling uncomfortable in my own skin,4
i read about the poor in our community i feel helpless,4
i used several arguments to rationalize it to myself first the money for the speakers often student fee funds is already there and i certainly feel that i offer something more valuable than many motivational speakers or diversity trainers,1
i burn for feeling such an appetite will the devil himself pour the hot coals the hunger pulls me like a moth to a flame so smitten with the thought what if,2
